segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id
"« Ecco, » rispose « il suo ingegnere dovrebbe bagnarsi ogni anno con il sangue di un neonato.",UNLABELLED,UNLABELLED,UNLABELLED,15,20,252394,252484,"«Ecco,» rispose «il suo ingegnere dovrebbe bagnarsi ogni anno con il sangue di un neonato.","['2878-1', '2878-2', '2878-3', '2878-4', '2878-5', '2878-6', '2878-7', '2878-8', '2878-9', '2878-10', '2878-11', '2878-12', '2878-13', '2878-14', '2878-15', '2878-16', '2878-17', '2878-18', '2878-19', '2878-20']",2984
"Una perfetta allegoria, che risolverebbe positivamente il suo racconto. »",UNLABELLED,UNLABELLED,UNLABELLED,9,12,252485,252557,"Una perfetta allegoria, che risolverebbe positivamente il suo racconto.»","['2879-1', '2879-2', '2879-3', '2879-4', '2879-5', '2879-6', '2879-7', '2879-8', '2879-9', '2879-10', '2879-11', '2879-12']",2985
"Mi ero levato in piedi e guardavo la strada, incapace di frenare il tremito delle gambe.",UNLABELLED,UNLABELLED,UNLABELLED,16,18,252561,252649,"Mi ero levato in piedi e guardavo la strada, incapace di frenare il tremito delle gambe.","['2880-1', '2880-2', '2880-3', '2880-4', '2880-5', '2880-6', '2880-7', '2880-8', '2880-9', '2880-10', '2880-11', '2880-12', '2880-13', '2880-14', '2880-15', '2880-16', '2880-17', '2880-18']",2986
"Quando finii di parlare (non ricordo che cosa dissi), il dottore raccolse da terra una borsa di tabacco e cominciò ad arrotolarsi una sigaretta.",Narrator,Indexicals,Narrator_Indexicals,24,28,252650,252794,"Quando finii di parlare (non ricordo che cosa dissi), il dottore raccolse da terra una borsa di tabacco e cominciò ad arrotolarsi una sigaretta.","['2881-1', '2881-2', '2881-3', '2881-4', '2881-5', '2881-6', '2881-7', '2881-8', '2881-9', '2881-10', '2881-11', '2881-12', '2881-13', '2881-14', '2881-15', '2881-16', '2881-17', '2881-18', '2881-19', '2881-20', '2881-21', '2881-22', '2881-23', '2881-24', '2881-25', '2881-26', '2881-27', '2881-28']",2987
"Guardò la cartina controluce, la spiegazzò, ne scelse un ’ altra, l ’ affondò nella borsa e la ritrasse piena di tabacco biondo.",UNLABELLED,UNLABELLED,UNLABELLED,21,27,252795,252919,"Guardò la cartina controluce, la spiegazzò, ne scelse un’altra, l’affondò nella borsa e la ritrasse piena di tabacco biondo.","['2882-1', '2882-2', '2882-3', '2882-4', '2882-5', '2882-6', '2882-7', '2882-8', '2882-9', '2882-10', '2882-11', '2882-12', '2882-13', '2882-14', '2882-15', '2882-16', '2882-17', '2882-18', '2882-19', '2882-20', '2882-21', '2882-22', '2882-23', '2882-24', '2882-25', '2882-26', '2882-27']",2988
"Non si decideva a proseguire, come afferrato da un improvviso pensiero.",Conqueror,UNLABELLED,Conqueror,11,13,252920,252991,"Non si decideva a proseguire, come afferrato da un improvviso pensiero.","['2883-1', '2883-2', '2883-3', '2883-4', '2883-5', '2883-6', '2883-7', '2883-8', '2883-9', '2883-10', '2883-11', '2883-12', '2883-13']",2989
"E io non sapevo che cosa dire, benché sentissi che il mio silenzio fosse la più esplicita delle confessioni.",UNLABELLED,UNLABELLED,UNLABELLED,19,21,252992,253100,"E io non sapevo che cosa dire, benché sentissi che il mio silenzio fosse la più esplicita delle confessioni.","['2884-1', '2884-2', '2884-3', '2884-4', '2884-5', '2884-6', '2884-7', '2884-8', '2884-9', '2884-10', '2884-11', '2884-12', '2884-13', '2884-14', '2884-15', '2884-16', '2884-17', '2884-18', '2884-19', '2884-20', '2884-21']",2990
"Restavo immobile, affascinato dalle sue mani troppo grasse che faticavano a stringere la cartina.",UNLABELLED,UNLABELLED,UNLABELLED,14,16,253101,253198,"Restavo immobile, affascinato dalle sue mani troppo grasse che faticavano a stringere la cartina.","['2885-1', '2885-2', '2885-3', '2885-4', '2885-5', '2885-6', '2885-7', '2885-8', '2885-9', '2885-10', '2885-11', '2885-12', '2885-13', '2885-14', '2885-15', '2885-16']",2991
Fili di tabacco cadevano sulla sua camicia.,UNLABELLED,UNLABELLED,UNLABELLED,7,8,253199,253242,Fili di tabacco cadevano sulla sua camicia.,"['2886-1', '2886-2', '2886-3', '2886-4', '2886-5', '2886-6', '2886-7', '2886-8']",2992
Era una tortura ormai insopportabile.,UNLABELLED,UNLABELLED,UNLABELLED,5,6,253243,253280,Era una tortura ormai insopportabile.,"['2887-1', '2887-2', '2887-3', '2887-4', '2887-5', '2887-6']",2993
"Le sue dita tentavano, ma il tabacco era troppo, oppure mancava e infine la cartina si ruppe.",UNLABELLED,UNLABELLED,UNLABELLED,17,20,253281,253374,"Le sue dita tentavano, ma il tabacco era troppo, oppure mancava e infine la cartina si ruppe.","['2888-1', '2888-2', '2888-3', '2888-4', '2888-5', '2888-6', '2888-7', '2888-8', '2888-9', '2888-10', '2888-11', '2888-12', '2888-13', '2888-14', '2888-15', '2888-16', '2888-17', '2888-18', '2888-19', '2888-20']",2994
Gli offrii la scatola delle sigarette.,UNLABELLED,UNLABELLED,UNLABELLED,6,7,253375,253413,Gli offrii la scatola delle sigarette.,"['2889-1', '2889-2', '2889-3', '2889-4', '2889-5', '2889-6', '2889-7']",2995
Rifiutò: fumava soltanto tabacco dolce.,UNLABELLED,UNLABELLED,UNLABELLED,5,7,253414,253453,Rifiutò: fumava soltanto tabacco dolce.,"['2890-1', '2890-2', '2890-3', '2890-4', '2890-5', '2890-6', '2890-7']",2996
"Allora, dissi che non avrei seguito l ’ odissea del mio personaggio sino alla morte.",UNLABELLED,UNLABELLED,UNLABELLED,14,17,253454,253536,"Allora, dissi che non avrei seguito l’odissea del mio personaggio sino alla morte.","['2891-1', '2891-2', '2891-3', '2891-4', '2891-5', '2891-6', '2891-7', '2891-8', '2891-9', '2891-10', '2891-11', '2891-12', '2891-13', '2891-14', '2891-15', '2891-16', '2891-17']",2997
« Mi basta saperlo condannato. »,UNLABELLED,UNLABELLED,UNLABELLED,4,7,253537,253567,«Mi basta saperlo condannato.»,"['2892-1', '2892-2', '2892-3', '2892-4', '2892-5', '2892-6', '2892-7']",2998
"Poi, più calmo, come se la faccenda non mi stesse a cuore.",UNLABELLED,UNLABELLED,UNLABELLED,12,15,253568,253626,"Poi, più calmo, come se la faccenda non mi stesse a cuore.","['2893-1', '2893-2', '2893-3', '2893-4', '2893-5', '2893-6', '2893-7', '2893-8', '2893-9', '2893-10', '2893-11', '2893-12', '2893-13', '2893-14', '2893-15']",2999
« Potrei scegliere un altro morbo.,UNLABELLED,UNLABELLED,UNLABELLED,5,7,253627,253660,«Potrei scegliere un altro morbo.,"['2894-1', '2894-2', '2894-3', '2894-4', '2894-5', '2894-6', '2894-7']",3000
Ma quale ? »,UNLABELLED,UNLABELLED,UNLABELLED,2,4,253661,253671,Ma quale?»,"['2895-1', '2895-2', '2895-3', '2895-4']",3001
"E, senza lasciargli il tempo di rispondere: « Bene, » dissi « ciò che m ’ importa è sapere come l ’ ingegnere sa che ha la lebbra ».",UNLABELLED,UNLABELLED,UNLABELLED,23,33,253672,253796,"E, senza lasciargli il tempo di rispondere: «Bene,» dissi «ciò che m’importa è sapere come l’ingegnere sa che ha la lebbra».","['2896-1', '2896-2', '2896-3', '2896-4', '2896-5', '2896-6', '2896-7', '2896-8', '2896-9', '2896-10', '2896-11', '2896-12', '2896-13', '2896-14', '2896-15', '2896-16', '2896-17', '2896-18', '2896-19', '2896-20', '2896-21', '2896-22', '2896-23', '2896-24', '2896-25', '2896-26', '2896-27', '2896-28', '2896-29', '2896-30', '2896-31', '2896-32', '2896-33']",3002
Qui mi accorsi di aver sbagliato.,UNLABELLED,UNLABELLED,UNLABELLED,6,7,253800,253833,Qui mi accorsi di aver sbagliato.,"['2897-1', '2897-2', '2897-3', '2897-4', '2897-5', '2897-6', '2897-7']",3003
"Serio, con voce improvvisamente fraterna, disse: « Suppongo che si farà visitare ».",UNLABELLED,UNLABELLED,UNLABELLED,11,17,253834,253915,"Serio, con voce improvvisamente fraterna, disse: «Suppongo che si farà visitare».","['2898-1', '2898-2', '2898-3', '2898-4', '2898-5', '2898-6', '2898-7', '2898-8', '2898-9', '2898-10', '2898-11', '2898-12', '2898-13', '2898-14', '2898-15', '2898-16', '2898-17']",3004
« Ma prima avrà delle manifestazioni » risposi.,UNLABELLED,UNLABELLED,UNLABELLED,6,9,253919,253964,«Ma prima avrà delle manifestazioni» risposi.,"['2899-1', '2899-2', '2899-3', '2899-4', '2899-5', '2899-6', '2899-7', '2899-8', '2899-9']",3005
« Ed è in questo che il suo libro mi sarà utile.,UNLABELLED,UNLABELLED,UNLABELLED,11,13,253965,254012,«Ed è in questo che il suo libro mi sarà utile.,"['2900-1', '2900-2', '2900-3', '2900-4', '2900-5', '2900-6', '2900-7', '2900-8', '2900-9', '2900-10', '2900-11', '2900-12', '2900-13']",3006
Gli darò un ’ occhiata e verrò domani a restituirglielo. »,UNLABELLED,UNLABELLED,UNLABELLED,9,12,254013,254068,Gli darò un’occhiata e verrò domani a restituirglielo.»,"['2901-1', '2901-2', '2901-3', '2901-4', '2901-5', '2901-6', '2901-7', '2901-8', '2901-9', '2901-10', '2901-11', '2901-12']",3007
"« Non importa, glielo regalo » disse in fretta.",UNLABELLED,UNLABELLED,UNLABELLED,7,11,254072,254117,"«Non importa, glielo regalo» disse in fretta.","['2902-1', '2902-2', '2902-3', '2902-4', '2902-5', '2902-6', '2902-7', '2902-8', '2902-9', '2902-10', '2902-11']",3008
Con un gesto scortese mi gettò il libro.,UNLABELLED,UNLABELLED,UNLABELLED,8,9,254118,254158,Con un gesto scortese mi gettò il libro.,"['2903-1', '2903-2', '2903-3', '2903-4', '2903-5', '2903-6', '2903-7', '2903-8', '2903-9']",3009
"Solo per un istante i suoi occhi di gatto appisolato mi guardarono, fuggiaschi, quasi temessero di sostare a lungo sulla mia persona.",Conqueror,UNLABELLED,Conqueror,22,25,254159,254292,"Solo per un istante i suoi occhi di gatto appisolato mi guardarono, fuggiaschi, quasi temessero di sostare a lungo sulla mia persona.","['2904-1', '2904-2', '2904-3', '2904-4', '2904-5', '2904-6', '2904-7', '2904-8', '2904-9', '2904-10', '2904-11', '2904-12', '2904-13', '2904-14', '2904-15', '2904-16', '2904-17', '2904-18', '2904-19', '2904-20', '2904-21', '2904-22', '2904-23', '2904-24', '2904-25']",3010
"Riconoscevo il mio sguardo, quando avevo guardato le due ragazze.",UNLABELLED,UNLABELLED,UNLABELLED,10,12,254293,254358,"Riconoscevo il mio sguardo, quando avevo guardato le due ragazze.","['2905-1', '2905-2', '2905-3', '2905-4', '2905-5', '2905-6', '2905-7', '2905-8', '2905-9', '2905-10', '2905-11', '2905-12']",3011
Ringraziai.,UNLABELLED,UNLABELLED,UNLABELLED,1,2,254362,254373,Ringraziai.,"['2906-1', '2906-2']",3012
Ora il dottore si stava levando e si dirigeva verso la baracca.,UNLABELLED,UNLABELLED,UNLABELLED,12,13,254374,254437,Ora il dottore si stava levando e si dirigeva verso la baracca.,"['2907-1', '2907-2', '2907-3', '2907-4', '2907-5', '2907-6', '2907-7', '2907-8', '2907-9', '2907-10', '2907-11', '2907-12', '2907-13']",3013
A passi rapidi entrò e lo sentii canterellare.,UNLABELLED,UNLABELLED,UNLABELLED,8,9,254438,254484,A passi rapidi entrò e lo sentii canterellare.,"['2908-1', '2908-2', '2908-3', '2908-4', '2908-5', '2908-6', '2908-7', '2908-8', '2908-9']",3014
"Si infilò le scarpe, prese il cinturone con la rivoltella e, ad alta voce, mi chiese se andavo in città.",UNLABELLED,UNLABELLED,UNLABELLED,20,24,254485,254589,"Si infilò le scarpe, prese il cinturone con la rivoltella e, ad alta voce, mi chiese se andavo in città.","['2909-1', '2909-2', '2909-3', '2909-4', '2909-5', '2909-6', '2909-7', '2909-8', '2909-9', '2909-10', '2909-11', '2909-12', '2909-13', '2909-14', '2909-15', '2909-16', '2909-17', '2909-18', '2909-19', '2909-20', '2909-21', '2909-22', '2909-23', '2909-24']",3015
Mi avrebbe accompagnato.,UNLABELLED,UNLABELLED,UNLABELLED,3,4,254590,254614,Mi avrebbe accompagnato.,"['2910-1', '2910-2', '2910-3', '2910-4']",3016
La gola mi si strinse.,UNLABELLED,UNLABELLED,UNLABELLED,5,6,254618,254640,La gola mi si strinse.,"['2911-1', '2911-2', '2911-3', '2911-4', '2911-5', '2911-6']",3017
Voleva denunciarmi.,UNLABELLED,UNLABELLED,UNLABELLED,2,3,254641,254660,Voleva denunciarmi.,"['2912-1', '2912-2', '2912-3']",3018
O forse no.,UNLABELLED,UNLABELLED,UNLABELLED,3,4,254661,254672,O forse no.,"['2913-1', '2913-2', '2913-3', '2913-4']",3019
"Ma se si decideva a muoversi, lui, era segno che voleva denunciarmi.",UNLABELLED,UNLABELLED,UNLABELLED,12,15,254673,254741,"Ma se si decideva a muoversi, lui, era segno che voleva denunciarmi.","['2914-1', '2914-2', '2914-3', '2914-4', '2914-5', '2914-6', '2914-7', '2914-8', '2914-9', '2914-10', '2914-11', '2914-12', '2914-13', '2914-14', '2914-15']",3020
"Poiché indugiava a cercare qualcosa sul tavolo, fui preso dall ’ impulso di fuggire, ma le gambe non mi obbedivano.",UNLABELLED,UNLABELLED,UNLABELLED,19,23,254742,254855,"Poiché indugiava a cercare qualcosa sul tavolo, fui preso dall’impulso di fuggire, ma le gambe non mi obbedivano.","['2915-1', '2915-2', '2915-3', '2915-4', '2915-5', '2915-6', '2915-7', '2915-8', '2915-9', '2915-10', '2915-11', '2915-12', '2915-13', '2915-14', '2915-15', '2915-16', '2915-17', '2915-18', '2915-19', '2915-20', '2915-21', '2915-22', '2915-23']",3021
Dovevo fuggire: non mi avrebbe sparato; non era tipo che mirasse giusto.,UNLABELLED,UNLABELLED,UNLABELLED,12,15,254856,254928,Dovevo fuggire: non mi avrebbe sparato; non era tipo che mirasse giusto.,"['2916-1', '2916-2', '2916-3', '2916-4', '2916-5', '2916-6', '2916-7', '2916-8', '2916-9', '2916-10', '2916-11', '2916-12', '2916-13', '2916-14', '2916-15']",3022
La testa mi girava e non ero capace di muovere un passo.,UNLABELLED,UNLABELLED,UNLABELLED,12,13,254929,254985,La testa mi girava e non ero capace di muovere un passo.,"['2917-1', '2917-2', '2917-3', '2917-4', '2917-5', '2917-6', '2917-7', '2917-8', '2917-9', '2917-10', '2917-11', '2917-12', '2917-13']",3023
"Il libretto era già umido di sudore, il sudore delle mie mani.",UNLABELLED,UNLABELLED,UNLABELLED,12,14,254986,255048,"Il libretto era già umido di sudore, il sudore delle mie mani.","['2918-1', '2918-2', '2918-3', '2918-4', '2918-5', '2918-6', '2918-7', '2918-8', '2918-9', '2918-10', '2918-11', '2918-12', '2918-13', '2918-14']",3024
"Quando ricomparve ci avviammo e, lungo il sentiero, ripresi a parlare.",UNLABELLED,UNLABELLED,UNLABELLED,11,14,255049,255119,"Quando ricomparve ci avviammo e, lungo il sentiero, ripresi a parlare.","['2919-1', '2919-2', '2919-3', '2919-4', '2919-5', '2919-6', '2919-7', '2919-8', '2919-9', '2919-10', '2919-11', '2919-12', '2919-13', '2919-14']",3025
"Gli piaceva il mio tema, mi consigliava però di non farne un caso clinico.",UNLABELLED,UNLABELLED,UNLABELLED,14,16,255120,255194,"Gli piaceva il mio tema, mi consigliava però di non farne un caso clinico.","['2920-1', '2920-2', '2920-3', '2920-4', '2920-5', '2920-6', '2920-7', '2920-8', '2920-9', '2920-10', '2920-11', '2920-12', '2920-13', '2920-14', '2920-15', '2920-16']",3026
E io non potevo non ammirare la sua padronanza.,UNLABELLED,UNLABELLED,UNLABELLED,9,10,255195,255242,E io non potevo non ammirare la sua padronanza.,"['2921-1', '2921-2', '2921-3', '2921-4', '2921-5', '2921-6', '2921-7', '2921-8', '2921-9', '2921-10']",3027
"« L ’ ingegnere » disse « si accorgerà di avere la lebbra, e basta.",UNLABELLED,UNLABELLED,UNLABELLED,11,17,255243,255305,"«L’ingegnere» disse «si accorgerà di avere la lebbra, e basta.","['2922-1', '2922-2', '2922-3', '2922-4', '2922-5', '2922-6', '2922-7', '2922-8', '2922-9', '2922-10', '2922-11', '2922-12', '2922-13', '2922-14', '2922-15', '2922-16', '2922-17']",3028
"Avrà piaghe, pùstole, bolle, nòduli analgesici. »",UNLABELLED,UNLABELLED,UNLABELLED,6,11,255306,255354,"Avrà piaghe, pùstole, bolle, nòduli analgesici.»","['2923-1', '2923-2', '2923-3', '2923-4', '2923-5', '2923-6', '2923-7', '2923-8', '2923-9', '2923-10', '2923-11']",3029
"Poiché tacevo, aggiunse: « Nòduli che a toccarli non provocano dolore.",UNLABELLED,UNLABELLED,UNLABELLED,10,14,255355,255424,"Poiché tacevo, aggiunse: «Nòduli che a toccarli non provocano dolore.","['2924-1', '2924-2', '2924-3', '2924-4', '2924-5', '2924-6', '2924-7', '2924-8', '2924-9', '2924-10', '2924-11', '2924-12', '2924-13', '2924-14']",3030
Ma lei si tenga al vago.,UNLABELLED,UNLABELLED,UNLABELLED,6,7,255425,255449,Ma lei si tenga al vago.,"['2925-1', '2925-2', '2925-3', '2925-4', '2925-5', '2925-6', '2925-7']",3031
Un buon scrittore non precisa mai ».,UNLABELLED,UNLABELLED,UNLABELLED,6,8,255450,255485,Un buon scrittore non precisa mai».,"['2926-1', '2926-2', '2926-3', '2926-4', '2926-5', '2926-6', '2926-7', '2926-8']",3032
Risposi che tale era la mia intenzione.,UNLABELLED,UNLABELLED,UNLABELLED,7,8,255489,255528,Risposi che tale era la mia intenzione.,"['2927-1', '2927-2', '2927-3', '2927-4', '2927-5', '2927-6', '2927-7', '2927-8']",3033
Avevo la gola secca e appena vedevo il sentiero.,UNLABELLED,UNLABELLED,UNLABELLED,9,10,255529,255577,Avevo la gola secca e appena vedevo il sentiero.,"['2928-1', '2928-2', '2928-3', '2928-4', '2928-5', '2928-6', '2928-7', '2928-8', '2928-9', '2928-10']",3034
"Nella tasca, la mano era diventata di piombo.",UNLABELLED,UNLABELLED,UNLABELLED,8,10,255578,255623,"Nella tasca, la mano era diventata di piombo.","['2929-1', '2929-2', '2929-3', '2929-4', '2929-5', '2929-6', '2929-7', '2929-8', '2929-9', '2929-10']",3035
"« Quindi, » seguitò « lasci la malattia del suo personaggio » e ancora una volta calcò le parole « all ’ intelligenza del lettore.",UNLABELLED,UNLABELLED,UNLABELLED,19,27,255624,255747,"«Quindi,» seguitò «lasci la malattia del suo personaggio» e ancora una volta calcò le parole «all’intelligenza del lettore.","['2930-1', '2930-2', '2930-3', '2930-4', '2930-5', '2930-6', '2930-7', '2930-8', '2930-9', '2930-10', '2930-11', '2930-12', '2930-13', '2930-14', '2930-15', '2930-16', '2930-17', '2930-18', '2930-19', '2930-20', '2930-21', '2930-22', '2930-23', '2930-24', '2930-25', '2930-26', '2930-27']",3036
"Tenga presente che la lebbra, per manifestarsi, richiede a volte dieci o vent ’ anni. »",UNLABELLED,UNLABELLED,UNLABELLED,14,19,255748,255832,"Tenga presente che la lebbra, per manifestarsi, richiede a volte dieci o vent’anni.»","['2931-1', '2931-2', '2931-3', '2931-4', '2931-5', '2931-6', '2931-7', '2931-8', '2931-9', '2931-10', '2931-11', '2931-12', '2931-13', '2931-14', '2931-15', '2931-16', '2931-17', '2931-18', '2931-19']",3037
"Sentivo che le gambe mi si piegavano, ma il dottore con studiata lentezza seguitò dicendo che si contavano numerosi casi di contagio rapido: « Tre mesi, un mese, una settimana persino.",UNLABELLED,UNLABELLED,UNLABELLED,30,36,255836,256019,"Sentivo che le gambe mi si piegavano, ma il dottore con studiata lentezza seguitò dicendo che si contavano numerosi casi di contagio rapido: «Tre mesi, un mese, una settimana persino.","['2932-1', '2932-2', '2932-3', '2932-4', '2932-5', '2932-6', '2932-7', '2932-8', '2932-9', '2932-10', '2932-11', '2932-12', '2932-13', '2932-14', '2932-15', '2932-16', '2932-17', '2932-18', '2932-19', '2932-20', '2932-21', '2932-22', '2932-23', '2932-24', '2932-25', '2932-26', '2932-27', '2932-28', '2932-29', '2932-30', '2932-31', '2932-32', '2932-33', '2932-34', '2932-35', '2932-36']",3038
"Nei soggetti giovani, s ’ intende.",UNLABELLED,UNLABELLED,UNLABELLED,5,8,256020,256052,"Nei soggetti giovani, s’intende.","['2933-1', '2933-2', '2933-3', '2933-4', '2933-5', '2933-6', '2933-7', '2933-8']",3039
"L ’ infezione allora si trasmette attraverso un taglio, una ferita ».",UNLABELLED,UNLABELLED,UNLABELLED,10,14,256053,256119,"L’infezione allora si trasmette attraverso un taglio, una ferita».","['2934-1', '2934-2', '2934-3', '2934-4', '2934-5', '2934-6', '2934-7', '2934-8', '2934-9', '2934-10', '2934-11', '2934-12', '2934-13', '2934-14']",3040
"Qualcuno rideva dietro alle mie spalle, lontano.",UNLABELLED,UNLABELLED,UNLABELLED,7,9,256123,256171,"Qualcuno rideva dietro alle mie spalle, lontano.","['2935-1', '2935-2', '2935-3', '2935-4', '2935-5', '2935-6', '2935-7', '2935-8', '2935-9']",3041
